,date,country,title,label,views,description,attributes,classify_text
758,2023-03,Spain,Georgina_Rodríguez,Georgina Rodríguez,19526,Argentine-Spanish model and businesswoman,human,argentine spanish model businesswoman
764,2023-03,Spain,Fernando_Alonso,Fernando Alonso,19470,Spanish racing driver,human,spanish racing driver
770,2023-03,Mexico,Juan_Ignacio_Aranda,Juan Ignacio Aranda,19378,Mexican actor,human,mexican actor
773,2023-03,Argentina,Brian_Fernández,Brian Fernández,19218,Argentine footballer,human,argentine footballer
776,2023-03,Chile,Julieta_Lanteri,Julieta Lanteri,19088,Argentine pharmacologist and suffragist (1873–1932),human,argentine pharmacologist suffragist 1873–1932
780,2023-03,Spain,Lara_Dibildos,Lara Dibildos,19033,Spanish television presenter,human,spanish television presenter
794,2023-03,Colombia,Aída_Merlano,Aída Merlano,18823,Colombian lawyer and politician,human,colombian lawyer politician
795,2023-03,Mexico,Randy_Arozarena,Randy Arozarena,18823,Cuban-Mexican baseball player,human,cuban mexican baseball player
800,2023-04,Mexico,Alan_Rickman,Alan Rickman,263898,British actor and director (1946–2016),human,british actor director 1946–2016
802,2023-04,Argentina,Alan_Rickman,Alan Rickman,164089,British actor and director (1946–2016),human,british actor director 1946–2016
806,2023-04,Peru,Alan_Rickman,Alan Rickman,102498,British actor and director (1946–2016),human,british actor director 1946–2016
807,2023-04,Spain,Josep_Piqué,Josep Piqué,99240,Spanish politician (1955–2023),human,spanish politician 1955–2023
810,2023-04,Spain,José_Antonio_Primo_de_Rivera,José Antonio Primo de Rivera,87928,Spanish politician and founder of Falange Española (1903–1936),human,spanish politician founder falange española 1903–1936
811,2023-04,Spain,Fernando_Sánchez_Dragó,Fernando Sánchez Dragó,86531,Spanish journalist and writer (1936–2023),human,spanish journalist writer 1936–2023
812,2023-04,Chile,Alan_Rickman,Alan Rickman,75553,British actor and director (1946–2016),human,british actor director 1946–2016
815,2023-04,Argentina,Fito_Páez,Fito Páez,66186,Argentine musician,human,argentine musician
816,2023-04,Argentina,Jorge_Rial,Jorge Rial,63117,Argentine journalist and television host,human,argentine journalist television host
817,2023-04,Argentina,Guillermo_Calabrese,Guillermo Calabrese,60616,Argentine chef,human,argentine chef
819,2023-04,Spain,Gloria_Lomana,Gloria Lomana,57959,Spanish journalist,human,spanish journalist
824,2023-04,Mexico,Moon_Bin,Moonbin,51594,South Korean singer and actor,human,south korean singer actor
825,2023-04,Mexico,Moon_Bin,Moonbin,51404,South Korean singer and actor,human,south korean singer actor
826,2023-04,Spain,Miguel_Primo_de_Rivera,"Miguel Primo de Rivera, 2nd Marquis of Estella",51187,"Spanish politician; dictator, aristocrat, and military officer who served as Prime Minister of Spain from 1923 to 1930",human,spanish politician dictator aristocrat military officer served prime minister spain 1923 1930
827,2023-04,Peru,Zofia_Nasierowska,Zofia Nasierowska,51091,Polish photographer (1938-2011),human,polish photographer 1938 2011
828,2023-04,Argentina,Zofia_Nasierowska,Zofia Nasierowska,50964,Polish photographer (1938-2011),human,polish photographer 1938 2011
829,2023-04,Peru,Zofia_Nasierowska,Zofia Nasierowska,50068,Polish photographer (1938-2011),human,polish photographer 1938 2011
830,2023-04,Argentina,Jorge_Almirón,Jorge Almirón,50011,Argentine football player and manager,human,argentine football player manager
831,2023-04,Mexico,Joan_Sebastian,Joan Sebastian,48182,Mexican singer,human,mexican singer
832,2023-04,Mexico,Andres_Garcia,Andrés García,48048,Mexican actor (1941–2023),human,mexican actor 1941–2023
835,2023-04,Argentina,Jorge_Almirón,Jorge Almirón,46608,Argentine football player and manager,human,argentine football player manager
836,2023-04,Mexico,Maribel_Guardia,Maribel Guardia,46203,Costa Rican actress,human,costa rican actress
837,2023-04,Argentina,Fito_Páez,Fito Páez,44984,Argentine musician,human,argentine musician
839,2023-04,Argentina,Sergio_Berni,Sergio Berni,42316,Argentinian politician and physician,human,argentinian politician physician
841,2023-04,Argentina,Carlos_Eduardo_Robledo_Puch,Carlos Robledo Puch,40800,Argentine serial killer,human,argentine serial killer
848,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,37865,Mexican singer,human,mexican singer
850,2023-04,Mexico,Ryan_Garcia,Ryan Garcia,36546,American boxer,human,american boxer
854,2023-04,Argentina,Zofia_Nasierowska,Zofia Nasierowska,35645,Polish photographer (1938-2011),human,polish photographer 1938 2011
855,2023-04,Chile,Zofia_Nasierowska,Zofia Nasierowska,34917,Polish photographer (1938-2011),human,polish photographer 1938 2011
857,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,34393,Mexican singer,human,mexican singer
861,2023-04,Spain,Josep_Piqué,Josep Piqué,32055,Spanish politician (1955–2023),human,spanish politician 1955–2023
864,2023-04,Argentina,Fito_Páez,Fito Páez,31626,Argentine musician,human,argentine musician
868,2023-04,Mexico,Rosalía_(cantante),Rosalía,30447,Spanish singer-songwriter (born 1992),human,spanish singer songwriter born 1992
871,2023-04,Spain,Fernando_Sánchez_Dragó,Fernando Sánchez Dragó,30151,Spanish journalist and writer (1936–2023),human,spanish journalist writer 1936–2023
874,2023-04,Colombia,Ricardo_Bonilla_González,Ricardo Bonilla González,29692,Colombian politician,human,colombian politician
886,2023-04,Argentina,Fito_Páez,Fito Páez,27995,Argentine musician,human,argentine musician
887,2023-04,Mexico,Joan_Sebastian,Joan Sebastian,27972,Mexican singer,human,mexican singer
888,2023-04,Spain,Joaquín_(futbolista),Joaquín,27903,Spanish footballer,human,spanish footballer
889,2023-04,Mexico,Sergio_Pérez,Sergio Pérez,27740,Mexican racing driver,human,mexican racing driver
896,2023-04,Spain,Yolanda_Díaz,Yolanda Díaz,26952,Spanish politician and lawyer (born 1971),human,spanish politician lawyer born 1971
904,2023-04,Spain,Yolanda_Díaz,Yolanda Díaz,26536,Spanish politician and lawyer (born 1971),human,spanish politician lawyer born 1971
906,2023-04,Mexico,Gervonta_Davis,Gervonta Davis,26532,American boxer (born 1994),human,american boxer born 1994
915,2023-04,Spain,Fernando_Alonso,Fernando Alonso,25937,Spanish racing driver,human,spanish racing driver
917,2023-04,Spain,Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,25860,Spanish tennis player,human,spanish tennis player
921,2023-04,Mexico,Sergio_Perez,Sergio Pérez,25536,Mexican racing driver,human,mexican racing driver
928,2023-04,Argentina,Robert_De_Niro,Robert De Niro,24959,"American actor, director and producer (born 1943)",human,american actor director producer born 1943
934,2023-04,Spain,Rodrigo_Cuevas_(cantante),Rodrigo Cuevas,24426,Spanish singer,human,spanish singer
936,2023-04,Spain,Bruce_Springsteen,Bruce Springsteen,24020,American rock singer (born 1949),human,american rock singer born 1949
940,2023-04,Argentina,Fabiana_Cantilo,Fabiana Cantilo,23813,Argentine singer,human,argentine singer
944,2023-04,Spain,Gervasio_Deferr,Gervasio Deferr,23573,gymnas,human,gymnas
945,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,23436,Mexican singer,human,mexican singer
950,2023-04,Spain,José_Antonio_Primo_de_Rivera,José Antonio Primo de Rivera,23146,Spanish politician and founder of Falange Española (1903–1936),human,spanish politician founder falange española 1903–1936
957,2023-04,Spain,Joaquín_(futbolista),Joaquín,22649,Spanish footballer,human,spanish footballer
958,2023-04,United States,Alan_Rickman,Alan Rickman,22637,British actor and director (1946–2016),human,british actor director 1946–2016
966,2023-04,Mexico,Maribel_Guardia,Maribel Guardia,22260,Costa Rican actress,human,costa rican actress
967,2023-04,Chile,Zofia_Nasierowska,Zofia Nasierowska,22220,Polish photographer (1938-2011),human,polish photographer 1938 2011
968,2023-04,Peru,Moon_Bin,Moonbin,22115,South Korean singer and actor,human,south korean singer actor
970,2023-04,Spain,Julián_Grimau,Julián Grimau,21935,Spanish politician (1911-1963),human,spanish politician 1911 1963
975,2023-04,Mexico,Rosalía_(cantante),Rosalía,21800,Spanish singer-songwriter (born 1992),human,spanish singer songwriter born 1992
976,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,21770,Mexican singer,human,mexican singer
977,2023-04,Spain,Andrea_Guasch,Andrea Guasch,21640,Spanish actress,human,spanish actress
978,2023-04,Spain,Alejandro_Davidovich_Fokina,Alejandro Davidovich Fokina,21534,Spanish tennis player,human,spanish tennis player
980,2023-04,Spain,Seve_Ballesteros,Seve Ballesteros,21492,Spanish professional golfer (1957–2011),human,spanish professional golfer 1957–2011
982,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,21347,Mexican singer,human,mexican singer
987,2023-04,Mexico,Natanael_Cano,Natanael Cano,21065,Mexican rapper and singer,human,mexican rapper singer
990,2023-04,Spain,Vincent_Cassel,Vincent Cassel,20974,French actor (born 1966),human,french actor born 1966
992,2023-04,Peru,Alejandro_Toledo,Alejandro Toledo,20820,President of Peru from 2001 to 2006,human,president peru 2001 2006
993,2023-04,Spain,José_Antonio_Primo_de_Rivera,José Antonio Primo de Rivera,20757,Spanish politician and founder of Falange Española (1903–1936),human,spanish politician founder falange española 1903–1936
1003,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,20186,Mexican singer,human,mexican singer
1004,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,20059,Mexican singer,human,mexican singer
1005,2023-04,Mexico,Moon_Bin,Moonbin,19974,South Korean singer and actor,human,south korean singer actor
1008,2023-04,Spain,Bruce_Springsteen,Bruce Springsteen,19662,American rock singer (born 1949),human,american rock singer born 1949
1009,2023-04,Chile,Cristian_Garín,Cristian Garín,19615,"tennis player, from Chile",human,tennis player chile
1018,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,19185,Mexican singer,human,mexican singer
1020,2023-04,Spain,Ana_Obregón,Ana Obregón,19157,Spanish actress,human,spanish actress
1023,2023-04,Spain,Pau_Donés,Pau Donés,19062,Spanish singer-songwriter and musician,human,spanish singer songwriter musician
1029,2023-04,Colombia,Moon_Bin,Moonbin,18923,South Korean singer and actor,human,south korean singer actor
1033,2023-04,Spain,Belinda_(cantante),Belinda,18879,Mexican actress and singer,human,mexican actress singer
1034,2023-04,Argentina,Sergio_Berni,Sergio Berni,18849,Argentinian politician and physician,human,argentinian politician physician
1036,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,18818,Mexican singer,human,mexican singer
1037,2023-04,Mexico,Maribel_Guardia,Maribel Guardia,18807,Costa Rican actress,human,costa rican actress
1041,2023-04,Spain,Ana_Obregón,Ana Obregón,18649,Spanish actress,human,spanish actress
1043,2023-04,Chile,Moon_Bin,Moonbin,18392,South Korean singer and actor,human,south korean singer actor
1047,2023-04,Mexico,Robert_Siboldi,Robert Dante Siboldi,18286,Uruguayan association football player and manager,human,uruguayan association football player manager
1049,2023-04,Argentina,Jorge_Almirón,Jorge Almirón,18167,Argentine football player and manager,human,argentine football player manager
1050,2023-04,Spain,Ayanta_Barilli,Ayanta Barilli,18148,Spanish-Italian writer and actress,human,spanish italian writer actress
1053,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,18104,Mexican singer,human,mexican singer
1055,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,18026,Mexican singer,human,mexican singer
1058,2023-04,Argentina,Guillermo_Calabrese,Guillermo Calabrese,17945,Argentine chef,human,argentine chef
1061,2023-04,United States,Andres_Garcia,Andrés García,17905,Mexican actor (1941–2023),human,mexican actor 1941–2023
1062,2023-04,Colombia,Moon_Bin,Moonbin,17870,South Korean singer and actor,human,south korean singer actor
1063,2023-04,Mexico,Andrés_García_(actor),Andrés García,17843,Mexican actor (1941–2023),human,mexican actor 1941–2023
1068,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,17584,Mexican singer,human,mexican singer
1069,2023-04,Peru,Moon_Bin,Moonbin,17559,South Korean singer and actor,human,south korean singer actor
1071,2023-04,Mexico,Sergio_DeFassio,Sergio DeFassio,17538,Mexican television actor and film actor,human,mexican television actor film actor
1074,2023-04,Spain,María_Casado_Paredes,María Casado Paredes,17504,Spanish television presenter,human,spanish television presenter
1080,2023-04,Mexico,Joan_Sebastian,Joan Sebastian,17373,Mexican singer,human,mexican singer
1091,2023-04,Uruguay,Alan_Rickman,Alan Rickman,16977,British actor and director (1946–2016),human,british actor director 1946–2016
1094,2023-04,Colombia,Guillermo_Alfonso_Jaramillo,Guillermo Alfonso Jaramillo Martínez,16911,Colombian politician and surgeon,human,colombian politician surgeon
1104,2023-04,Argentina,Fabiana_Cantilo,Fabiana Cantilo,16676,Argentine singer,human,argentine singer
1106,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,16533,Mexican singer,human,mexican singer
1115,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,16426,Mexican singer,human,mexican singer
1127,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,16002,Mexican singer,human,mexican singer
1132,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,15833,Mexican singer,human,mexican singer
1137,2023-04,Spain,Pablo_Picasso,Pablo Picasso,15760,Spanish painter and sculptor (1881–1973),human,spanish painter sculptor 1881–1973
1148,2023-04,Spain,Yolanda_Díaz,Yolanda Díaz,15398,Spanish politician and lawyer (born 1971),human,spanish politician lawyer born 1971
1152,2023-04,Mexico,Julián_Figueroa,Julián Alonso,15309,association football player,human,association football player
1153,2023-04,Chile,Moon_Bin,Moonbin,15262,South Korean singer and actor,human,south korean singer actor
1157,2023-04,Argentina,Moon_Bin,Moonbin,15095,South Korean singer and actor,human,south korean singer actor
1160,2023-04,Peru,Alejandro_Toledo,Alejandro Toledo,15069,President of Peru from 2001 to 2006,human,president peru 2001 2006
1172,2023-04,Spain,Emilio_Gutiérrez_Caba,Emilio Gutiérrez Caba,14892,Spanish actor,human,spanish actor
1173,2023-04,Chile,Paulina_de_Allende-Salazar,Paulina de Allende-Salazar,14856,Chilean journalist,human,chilean journalist
1174,2023-04,Mexico,Luis_Miguel,Luis Miguel,14837,Mexican singer and producer,human,mexican singer producer
1178,2023-04,Spain,Carlos_Tena,Carlos Tena,14766,Spanish television presenter,human,spanish television presenter
1180,2023-04,Colombia,Andres_Garcia,Andrés García,14752,Mexican actor (1941–2023),human,mexican actor 1941–2023
1182,2023-04,Mexico,Peso_Pluma_(cantante),Peso Pluma,14696,Mexican singer,human,mexican singer
1185,2023-04,Spain,Gloria_Lomana,Gloria Lomana,14615,Spanish journalist,human,spanish journalist
1193,2023-04,Spain,Pablo_Picasso,Pablo Picasso,14362,Spanish painter and sculptor (1881–1973),human,spanish painter sculptor 1881–1973
1194,2023-04,Argentina,Jey_Mammón,Jey Mammon,14309,"Argentine comedian, singer, actor and TV host",human,argentine comedian singer actor tv host
1196,2023-04,Spain,Andrea_Guasch,Andrea Guasch,14271,Spanish actress,human,spanish actress
1197,2023-04,Spain,Carmen_Martín_Gaite,Carmen Martín Gaite,14255,Spanish writer (1925-2000),human,spanish writer 1925 2000
